H/A,결과,Draw,year,Team_win,Opponent_win,Team_득점_avg,Team_vs_Opponent_득점_avg,Team_슈팅_avg,Team_vs_Opponent_슈팅_avg,Team_유효 슈팅_avg,Team_vs_Opponent_유효 슈팅_avg,Team_PA내 슈팅_avg,Team_vs_Opponent_PA내 슈팅_avg,Team_드리블 시도_avg,Team_vs_Opponent_드리블 시도_avg,Team_드리블 성공_avg,Team_vs_Opponent_드리블 성공_avg,Team_드리블 성공%_avg,Team_vs_Opponent_드리블 성공%_avg,Team_패스 시도_avg,Team_vs_Opponent_패스 시도_avg,Team_패스 성공_avg,Team_vs_Opponent_패스 성공_avg,Team_패스 성공%_avg,Team_vs_Opponent_패스 성공%_avg,Team_키패스_avg,Team_vs_Opponent_키패스_avg,Team_공격진영 패스 시도_avg,Team_vs_Opponent_공격진영 패스 시도_avg,Team_공격진영 패스 성공_avg,Team_vs_Opponent_공격진영 패스 성공_avg,Team_공격진영 패스 성공%_avg,Team_vs_Opponent_공격진영 패스 성공%_avg,Team_수비진영 패스 시도_avg,Team_vs_Opponent_수비진영 패스 시도_avg,Team_수비진영 성공_avg,Team_vs_Opponent_수비진영 성공_avg,Team_수비진영 성공%_avg,Team_vs_Opponent_수비진영 성공%_avg,Team_롱패스 시도_avg,Team_vs_Opponent_롱패스 시도_avg,Team_롱패스 성공_avg,Team_vs_Opponent_롱패스 성공_avg,Team_롱패스 성공%_avg,Team_vs_Opponent_롱패스 성공%_avg,Team_크로스 시도_avg,Team_vs_Opponent_크로스 시도_avg,Team_크로스 성공_avg,Team_vs_Opponent_크로스 성공_avg,Team_크로스 성공%_avg,Team_vs_Opponent_크로스 성공%_avg,Team_경합 지상 성공_avg,Team_vs_Opponent_경합 지상 성공_avg,Team_경합 지상 성공%_avg,Team_vs_Opponent_경합 지상 성공%_avg,Team_경합 공중 시도_avg,Team_vs_Opponent_경합 공중 시도_avg,Team_경합 공중 성공_avg,Team_vs_Opponent_경합 공중 성공_avg,Team_경합 공중 성공%_avg,Team_vs_Opponent_경합 공중 성공%_avg,Team_태클 시도_avg,Team_vs_Opponent_태클 시도_avg,Team_태클 성공_avg,Team_vs_Opponent_태클 성공_avg,Team_태클 성공%_avg,Team_vs_Opponent_태클 성공%_avg,Team_클리어링_avg,Team_vs_Opponent_클리어링_avg,Team_인터셉트_avg,Team_vs_Opponent_인터셉트_avg,Team_파울_avg,Team_vs_Opponent_파울_avg,Team_경고_avg,Team_vs_Opponent_경고_avg,Team_퇴장_avg,Team_vs_Opponent_퇴장_avg,Team_실점_avg,Team_vs_Opponent_실점_avg,Team_Attack_Ratingshifted1,Team_Attack_Ratingshifted2,Team_Defense_Ratingshifted1,Team_Defense_Ratingshifted2,Team_Basic_Ratingshifted1,Team_Basic_Ratingshifted2,Team_Ratingshifted1,Team_Ratingshifted2,Opponent_Team_Attack_Ratingshifted1,Opponent_Team_Attack_Ratingshifted2,Opponent_Team_Defense_Ratingshifted1,Opponent_Team_Defense_Ratingshifted2,Opponent_Team_Basic_Ratingshifted1,Opponent_Team_Basic_Ratingshifted2,Opponent_Team_Ratingshifted1,Opponent_Team_Ratingshifted2,Team_Impact_Score,Team_강원,Team_경남,Team_광주,Team_대구,Team_대전,Team_부산,Team_상주,Team_서울,Team_성남,Team_수원,Team_수원FC,Team_울산,Team_인천,Team_전남,Team_전북,Team_제주,Team_포항,상대팀_강원,상대팀_경남,상대팀_광주,상대팀_대구,상대팀_대전,상대팀_부산,상대팀_상주,상대팀_서울,상대팀_성남,상대팀_수원,상대팀_수원FC,상대팀_울산,상대팀_인천,상대팀_전남,상대팀_전북,상대팀_제주,상대팀_포항
1,1,3.25,4,2.0,2.0,1.0,1.8,13.4,12.4,3.6,5.2,8.8,7.2,7.0,6.6,3.0,3.8,43.74,54.519999999999996,666.6,624.0,609.6,534.2,91.44,85.52000000000001,9.2,7.2,188.0,158.4,167.0,119.6,88.6,75.66,109.2,125.2,99.0,104.8,90.8,83.78,68.8,69.8,51.8,44.2,74.34,63.46,33.6,25.4,7.2,4.0,20.839999999999996,15.919999999999998,19.2,61.0,10.6,30.2,55.15999999999999,48.0,32.0,41.6,17.599999999999994,20.6,54.92,50.1,19.8,7.6,7.6,4.0,38.339999999999996,62.44,20.0,16.8,5.8,5.4,8.0,11.0,1.2,0.8,1.4,1.2,2821.386130854824,2680.5145864519723,2847.8167221250465,2681.3546437630157,3335.9871322798836,3172.7474496242476,3001.729995086584,2844.872226613079,2401.1228686164795,2261.958676935589,2547.8945492670236,2383.7819270254117,2795.048634598419,2605.4295418065954,2581.3553508273076,2417.0567152558656,0.15853868808013197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,3.8,4,1.62,5.0,1.0,0.8,12.2,13.0,3.2,3.4,7.4,5.2,6.8,6.0,3.0,2.4,44.68000000000001,42.46,672.0,579.8,608.4,488.2,90.47999999999999,84.32000000000001,8.6,5.6,178.6,137.0,158.2,100.4,88.28,74.88,109.8,113.4,96.2,95.0,87.91999999999999,83.62,72.2,76.4,51.0,48.2,69.22,62.84000000000001,28.6,28.2,5.4,4.0,18.6,13.680000000000001,22.8,69.2,11.6,34.0,51.48,50.58,31.2,47.2,16.799999999999994,23.4,53.739999999999995,49.56,22.4,8.2,8.6,4.6,38.199999999999996,57.17999999999999,22.6,9.8,6.4,4.2,8.2,11.4,1.6,1.8,1.0,1.2,2770.5088084878316,2598.8752146195347,2768.2668483953858,2582.0323411920504,3285.597959145088,3032.575313600751,2941.4578720094355,2737.8276231374457,2424.848547926522,2429.3148718460543,2646.5269646936968,2514.3074530235326,2871.6882916292693,2897.3593037591318,2647.6879347498293,2613.6605428762396,-2.312031510732584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3.0,4,2.2,2.2,1.0,2.0,12.8,14.4,3.8,6.0,8.6,8.2,6.6,9.0,2.4,3.8,36.6,50.279999999999994,650.0,594.8,590.8,515.6,90.84,86.62,9.0,8.2,173.0,105.0,155.2,81.2,89.75999999999999,78.16,107.2,173.8,93.2,149.8,87.36,86.16,66.2,66.8,44.8,45.0,65.98,66.12,29.6,16.2,6.2,3.2,20.68,16.419999999999998,23.4,52.4,12.0,27.8,51.959999999999994,52.120000000000005,33.4,43.8,18.199999999999996,23.4,55.04,51.879999999999995,20.6,14.0,6.6,6.6,32.58,44.279999999999994,23.0,23.4,6.6,5.2,8.2,11.8,1.6,1.0,1.0,1.0,2817.91169509199,2680.1135534614755,2801.4309948438095,2704.0753856838355,3143.5748505111874,3129.9489480772622,2920.9725134823293,2838.0459624075247,2522.3627320684536,2521.865433972793,2677.889514935976,2617.052492305867,3105.5521790985636,2819.279774097473,2768.6014753676645,2652.7325667920445,-0.8661202970046793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,0,3.62,4,2.04,2.04,1.2,3.0,11.8,13.2,3.8,4.8,7.8,8.2,6.4,7.4,2.2,3.2,34.6,44.64,614.4,510.6,554.0,429.0,90.16,83.67999999999999,8.4,8.0,126.4,107.4,113.6,84.4,89.76,76.41999999999999,122.2,141.6,105.4,114.2,86.02,81.14,75.0,66.8,52.6,42.0,66.12,63.56,22.0,20.4,4.4,6.0,18.34,30.560000000000002,24.2,22.4,11.8,39.160000000000004,49.239999999999995,43.0,33.0,26.0,19.599999999999994,40.46,59.52,22.64,22.4,12.2,6.6,37.08,30.079999999999995,28.560000000000002,27.0,16.0,6.0,13.4,10.4,5.2,1.6,0.8,1.2,0.4,2732.1889572683094,2711.9114729056414,2764.3620934857117,2733.4976045622207,3208.183822809425,3202.9286913661617,2901.5782911878155,2882.7792562780082,2806.010450369929,2395.9764057681923,2907.474623535482,2491.518925876417,3134.275360332117,2705.6399608129655,2949.2534780791757,2531.045097485858,-1.0796927023228875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,4.0,4,1.57,5.5,1.6,2.8,11.8,13.0,4.4,5.2,8.2,8.6,6.2,6.4,2.2,2.6,35.540000000000006,37.1,619.2,603.2,558.6,526.0,90.19999999999999,86.64,8.8,8.0,123.2,127.6,111.2,102.6,90.1,78.76,122.2,137.0,105.2,117.6,85.86,85.42,90.0,65.0,66.8,41.4,70.32000000000001,64.24,19.6,22.2,4.8,4.2,23.14,18.72,23.0,51.8,11.4,31.0,50.760000000000005,60.739999999999995,30.0,32.4,16.799999999999994,19.4,54.480000000000004,60.660000000000004,24.0,14.4,6.4,5.6,26.21999999999999,44.36,27.4,22.4,6.6,5.2,10.2,10.2,1.2,0.8,1.0,1.0,2779.128702756251,2821.386130854824,2828.2249606745136,2847.8167221250465,3270.4423748155245,3335.9871322798836,2959.2653460820966,3001.729995086584,2235.2812853453065,2401.1228686164795,2280.150127122618,2547.8945492670236,2598.0523991635387,2795.048634598419,2371.1612705438206,2581.3553508273076,-1.2672314566512293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,3.15,4,1.77,4.05,1.6,1.8,10.4,14.0,4.6,5.4,7.2,8.2,5.8,6.6,2.0,3.8,35.24,55.7,583.2,638.8,523.2,558.4,89.76,87.16,7.4,8.6,112.6,133.4,101.4,103.8,90.22,77.56,130.2,141.2,112.0,124.4,85.86,88.38000000000001,99.4,81.2,75.4,56.4,72.14,69.28,17.4,21.8,4.2,5.0,21.32,23.8,22.0,52.4,10.8,26.8,50.8,51.4,27.2,31.8,13.999999999999995,17.4,48.38,52.720000000000006,26.6,13.8,7.2,4.2,26.339999999999996,27.8,27.8,13.6,6.8,3.6,11.0,10.8,1.4,1.4,1.0,1.0,2652.2258130157616,2824.2346346110157,2604.985977687315,2795.629181136953,2930.437937659468,3285.479969600151,2729.2165761208485,2968.447928449373,2461.3404043201867,2394.902059417379,2671.5788680200994,2368.868456437065,2873.6322260902034,2635.854100517693,2668.85049947683,2466.5415387907124,-1.2310954754613892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,3.0,4,2.55,2.55,1.6,1.6,10.8,15.0,4.4,4.8,7.2,9.8,6.8,10.0,2.8,5.6,39.480000000000004,54.660000000000004,569.2,531.2,512.2,450.0,89.97999999999999,84.24,7.6,9.2,108.0,116.6,97.4,87.6,90.22,72.92,128.6,130.0,113.2,109.4,88.14000000000001,84.7,111.2,66.8,89.2,40.0,77.52000000000001,60.660000000000004,20.0,25.8,4.4,6.4,20.560000000000002,26.740000000000002,18.6,62.6,9.4,31.4,51.4,52.2,26.4,45.2,14.399999999999995,20.8,51.14,47.3,24.2,12.8,6.6,4.8,28.479999999999997,53.3,23.6,17.6,5.0,5.4,10.2,14.0,1.0,2.0,1.0,1.6,2888.0242391916563,2802.021603137551,2947.1136908824574,2786.5584274875177,3409.2801003232603,3313.126054545373,3081.4726767991247,2967.2353617234808,2659.6307287211707,2998.444749481113,2393.543507856531,2760.379812851989,2865.6604840681434,3150.5825098642204,2639.611573548615,2969.802357399107,-0.5889161738453751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0,3.52,4,1.71,4.5,1.4,1.8,8.8,12.2,3.2,5.2,5.2,7.2,7.2,7.2,3.6,4.0,48.64,54.519999999999996,526.8,607.6,465.4,521.0,87.5,85.67999999999999,5.4,6.4,92.2,155.2,81.4,119.6,85.84,77.38,131.2,125.0,111.8,103.0,85.44,82.38,117.8,66.4,93.6,41.4,78.24,62.5,16.2,25.2,3.0,4.0,18.580000000000002,16.1,18.8,54.0,10.0,27.6,53.64,48.7,26.8,40.2,13.399999999999995,18.0,47.8,45.12,23.4,12.4,7.8,5.8,34.81999999999999,60.3,24.2,19.4,4.8,6.8,10.8,11.2,1.6,1.0,1.0,1.0,2777.087381700931,2770.5088084878316,2824.9034368924054,2768.2668483953858,3273.572859576933,3285.597959145088,2958.5212260567564,2941.4578720094355,3093.823356797585,2424.848547926522,2816.243312586432,2646.5269646936968,3271.3926347489305,2871.6882916292693,3060.486434710982,2647.6879347498293,-1.700135982634938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,3.38,4,1.91,1.91,2.0,1.2,11.0,12.6,5.0,4.2,7.0,7.8,7.8,5.6,4.0,2.2,50.06,34.58,553.2,681.0,494.0,594.6,88.22,87.14000000000001,5.6,7.0,104.2,166.0,92.6,136.2,86.2,79.28,137.2,149.4,116.2,126.2,84.96000000000001,85.41999999999999,115.2,82.0,91.0,56.0,77.96000000000001,67.5,18.4,26.4,3.2,6.6,18.66,26.78,17.6,49.6,10.0,25.4,56.36,49.239999999999995,24.6,40.6,9.799999999999994,23.2,40.0,56.839999999999996,22.0,11.6,7.8,4.6,36.53999999999999,46.660000000000004,20.0,11.4,4.6,6.4,8.4,9.8,1.4,0.8,0.8,0.8,2810.4648734951356,2862.5868179373715,2730.2478897698074,2852.3874339209524,3239.474904243819,3392.838765347668,2926.729222502921,3035.937672401997,2545.8974757323217,2121.369710001079,2540.764811534461,2217.5066347833945,2887.680962263178,2435.6194225874115,2658.114416509987,2258.1652557906286,-0.6592650479442888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,3.8,4,1.62,5.0,1.6,1.2,10.6,14.4,5.0,4.6,6.8,7.6,7.2,6.4,3.8,2.4,50.06,40.8,542.4,580.8,477.8,500.2,87.18,86.36,4.6,7.2,96.4,135.8,84.6,103.8,84.86,78.6,155.8,116.6,132.8,99.6,84.9,85.36000000000001,112.0,71.4,87.2,45.6,76.85999999999999,63.14,19.6,29.0,3.0,5.6,15.64,19.259999999999998,19.8,53.6,10.6,27.8,53.6,52.58,31.6,43.6,14.199999999999994,21.8,42.42,49.940000000000005,20.8,12.2,6.6,4.4,32.739999999999995,43.839999999999996,20.8,13.0,4.6,4.4,10.4,10.8,1.4,2.2,1.0,0.8,2733.512773816303,2817.91169509199,2754.1832751773977,2801.4309948438095,3045.8105958205847,3143.5748505111874,2844.502214938095,2920.9725134823293,2353.058636567106,2522.3627320684536,2534.3208485942855,2677.889514935976,2806.7471181996425,3105.5521790985636,2564.708867787011,2768.6014753676645,1.3204204090863736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,3.15,4,2.12,3.2,1.4,1.2,11.2,8.8,4.8,3.8,6.8,4.8,8.0,5.8,4.0,1.8,48.760000000000005,23.82,586.6,491.4,515.6,416.4,86.9,83.56,5.2,3.6,101.6,80.0,85.8,60.0,82.1,72.53999999999999,156.8,144.6,134.6,121.0,85.58,82.46000000000001,113.2,60.6,89.2,31.6,77.78,52.239999999999995,19.8,15.0,3.4,2.4,18.6,14.66,21.6,48.6,11.6,26.8,53.239999999999995,55.1,37.0,39.2,18.199999999999996,22.2,48.08,58.67999999999999,18.0,15.0,5.6,7.4,31.74,49.019999999999996,20.4,22.6,4.8,6.8,11.0,15.6,1.4,2.4,0.8,0.8,2835.448521054534,2740.418364985697,2855.889684756548,2849.8432476051653,3381.7989902813733,3283.2577789156276,3024.3790653641518,2957.83979716883,2418.5802584217554,2830.560905983241,2572.178090139864,2816.081704014496,2842.2309271643235,3180.9181009635918,2610.996425241981,2942.5202369871095,0.9237445106138968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,3.05,4,1.95,1.95,1.4,1.8,10.2,16.4,4.6,5.6,6.4,10.6,8.0,9.2,3.6,3.2,45.14,47.720000000000006,571.0,659.6,498.0,569.6,86.18,86.22,4.4,8.8,95.4,143.4,79.6,112.8,81.24,78.8,161.8,147.4,138.2,127.0,84.85999999999999,86.17999999999999,106.2,73.6,83.0,48.6,77.5,66.1,16.2,25.8,3.2,5.2,20.64,20.22,21.0,63.8,11.4,30.8,53.82000000000001,48.239999999999995,37.2,44.0,18.599999999999994,21.6,49.04,48.44,18.8,12.0,5.8,5.2,30.74,45.46,21.0,12.0,6.0,6.4,12.4,10.2,2.0,0.8,1.0,1.2,2826.6861356056743,2632.08326786463,2907.3293589031737,2691.456466089009,3388.9032930768403,3157.6216787772023,3040.9729291952294,2827.053804243614,2904.6375631229394,2576.93687692723,2898.3572384563577,2807.855784813692,3293.4596752548587,3000.7186798978237,3032.1514922780516,2795.1704472129154,1.2836797600233254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,3.5,4,1.75,4.6,1.2,2.4,11.0,13.2,5.0,5.4,6.6,8.4,8.0,5.8,2.8,2.4,35.14,41.660000000000004,632.6,614.0,557.2,531.0,87.88,86.02000000000001,4.8,7.6,117.2,140.0,99.2,115.6,84.32,81.97999999999999,161.8,119.6,141.6,94.8,87.38,80.1,117.2,76.2,96.8,45.6,82.44000000000001,60.38000000000001,18.2,21.6,3.4,3.6,19.36,18.18,20.0,46.0,10.4,20.4,51.67999999999999,46.220000000000006,36.8,44.0,20.399999999999995,21.6,54.739999999999995,49.14,20.0,11.0,6.0,4.6,29.659999999999997,41.160000000000004,21.2,16.6,7.6,4.4,12.8,10.8,0.8,1.6,0.8,1.8,2822.352674583551,2760.8700954836986,2895.573537438589,2771.897922516677,3381.7887669603274,3224.2491340135857,3033.238326327489,2919.005717337987,2579.388068743362,2313.6093994877738,2899.5733028928353,2432.86128906707,3109.6258127916794,2654.577082224408,2862.8623948092923,2467.015923593084,1.8388019731828562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,3.05,4,1.95,1.95,0.8,1.2,10.6,16.0,4.0,5.0,6.4,9.4,7.8,10.2,2.8,2.8,37.06,30.220000000000006,586.0,657.4,505.8,569.4,86.12,86.47999999999999,4.8,8.2,107.4,146.0,89.4,117.4,83.3,80.6,146.8,140.0,127.4,121.6,86.03999999999999,86.7,110.6,88.8,89.0,64.4,79.96000000000001,70.24,17.8,25.2,3.8,4.8,21.42,18.84,20.6,48.2,10.6,23.8,51.16,49.559999999999995,40.4,43.8,21.999999999999993,22.4,55.44,51.08,20.6,16.4,6.0,6.6,28.779999999999994,42.38,23.8,14.8,8.2,6.8,14.4,10.6,1.4,0.8,0.8,1.0,2791.8332967345254,2822.352674583551,2906.8220171303988,2895.573537438589,3322.0986897474995,3381.7887669603274,3006.918001204141,3033.238326327489,2569.6201265053064,2579.388068743362,2744.3018991427475,2899.5733028928353,2960.958250996764,3109.6258127916794,2758.2934255482724,2862.8623948092923,-0.6854186022030366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0,0,3.02,4,2.38,2.63,1.4,1.0,12.6,13.6,4.0,3.8,7.6,8.6,8.8,9.8,3.2,5.4,37.9,53.82000000000001,576.0,502.2,502.6,428.6,87.05999999999999,84.52000000000001,5.8,7.4,113.2,110.0,94.6,84.2,83.7,74.62,128.6,128.0,111.6,109.4,86.44000000000001,85.7,96.4,69.8,77.4,44.4,77.32000000000001,64.16,16.2,23.6,3.8,5.6,24.2,25.18,17.6,48.8,9.0,24.4,49.2,54.160000000000004,36.2,41.2,19.599999999999994,18.8,55.64,46.1,20.6,15.2,6.6,5.4,31.639999999999997,48.8,22.2,18.6,8.2,4.6,12.8,12.2,2.0,2.4,0.4,1.4,2974.3653884434984,2777.087381700931,3005.506579662137,2824.9034368924054,3478.8813990700464,3273.572859576933,3152.917789058561,2958.5212260567564,2644.64210059679,3093.823356797585,2965.4530542226235,2816.243312586432,3233.496877410672,3271.3926347489305,2947.8640107433616,3060.486434710982,3.6808906870510216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,1,3.38,4,2.34,2.34,1.6,1.2,16.0,9.2,4.8,3.0,10.8,4.6,8.2,7.6,3.4,2.6,43.120000000000005,31.1,528.0,521.4,455.2,451.6,86.02000000000001,86.28,8.2,4.0,120.2,86.6,101.8,67.2,84.62,75.44,118.2,150.0,101.2,131.0,85.06,87.35999999999999,85.2,67.0,66.2,43.4,74.28,62.540000000000006,22.6,16.4,5.6,3.0,24.92,19.28,15.8,36.4,7.4,19.0,46.21999999999999,52.839999999999996,37.4,34.8,21.399999999999995,21.2,57.82000000000001,62.36,19.4,16.8,6.8,7.8,36.64,45.3,23.2,18.8,7.8,8.4,13.0,15.0,2.4,2.6,0.6,1.0,2988.3059512549735,2826.6861356056743,3084.6888306327482,2907.3293589031737,3573.5931758667152,3388.9032930768403,3215.5293192514787,3040.9729291952294,3105.1197366446813,2904.6375631229394,2950.711163000172,2898.3572384563577,3306.0017888409975,3293.4596752548587,3120.61089616195,3032.1514922780516,3.5798344364508825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,0,3.54,4,1.92,1.92,1.6,2.2,15.0,11.0,4.6,4.4,10.6,7.0,7.0,7.0,3.0,3.0,43.84,40.68,497.2,575.4,424.2,504.8,84.66,87.25999999999999,7.8,6.8,113.2,124.2,95.6,103.2,83.92,81.8,116.8,126.4,98.0,107.8,83.5,85.0,77.8,75.4,55.0,50.6,65.58,65.88,21.8,20.6,5.2,3.8,22.52,17.380000000000003,17.2,44.8,8.0,26.0,45.739999999999995,59.379999999999995,40.0,32.0,21.799999999999994,17.4,54.720000000000006,52.38000000000001,18.8,18.2,6.0,5.6,33.519999999999996,34.0,30.8,25.0,7.2,5.4,11.4,10.0,2.6,0.6,0.4,1.2,2991.104548577453,2652.2258130157616,3098.67498223641,2604.985977687315,3584.790228473761,2930.437937659468,3224.856586429208,2729.2165761208485,2957.7875056796724,2461.3404043201867,2978.1423436210844,2671.5788680200994,3355.742729614691,2873.6322260902034,3097.224192971816,2668.85049947683,3.527936933547404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2,3.25,4,2.01,3.64,2.0,1.8,15.2,13.8,5.0,5.2,11.6,8.2,6.0,9.6,3.2,4.0,54.68000000000001,40.279999999999994,493.6,586.2,420.2,509.0,84.52,86.8,9.0,8.2,124.4,107.4,104.4,85.0,83.58,80.78,109.4,163.8,92.4,140.6,84.22,85.96000000000001,59.0,79.4,37.0,58.6,61.7,69.91999999999999,23.4,17.0,5.4,3.2,22.32,15.579999999999998,19.4,44.2,8.8,23.0,44.44,49.24,40.8,42.0,22.999999999999993,23.2,56.58,54.44000000000001,16.6,17.6,5.6,7.4,35.94,45.1,33.2,26.6,6.6,4.2,11.0,12.4,2.6,1.0,0.6,1.0,2863.9981203947464,2732.1889572683094,2960.1656669557046,2764.3620934857117,3281.9282975481156,3208.183822809425,3035.364028299522,2901.5782911878155,2537.1983099245076,2806.010450369929,2646.733368306895,2907.474623535482,2919.0517994929805,3134.275360332117,2700.9944925747945,2949.2534780791757,2.0424145309371173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0,3.13,4,3.19,2.31,1.0,0.6,9.4,9.8,4.2,2.8,5.4,5.2,9.8,6.2,5.4,1.0,53.339999999999996,6.659999999999999,429.2,452.6,316.4,347.2,72.96,76.26,5.8,5.6,81.0,71.8,49.0,41.6,59.71999999999999,57.52,126.8,114.2,92.2,85.6,72.58,74.4,64.6,68.6,31.4,30.0,48.17999999999999,44.12,20.6,18.4,5.2,3.0,25.880000000000003,18.7,77.0,43.2,40.4,40.040000000000006,52.760000000000005,46.28,60.2,48.8,37.6,42.46,61.94,31.080000000000002,9.2,5.8,4.4,18.859999999999996,43.3,37.36,23.0,13.2,8.2,10.8,12.0,7.4,2.0,1.4,0.6,0.6,1934.1550124399937,2542.606233513261,2047.4074502971537,2524.7318333706016,2236.970495962439,2953.026819654924,2072.844319566529,2673.4549621795954,2285.5455689983396,2565.505426134796,2272.900469422343,2454.3651493196853,2504.2762129926064,2912.3325159825395,2354.240750471097,2644.0676971456737,-1.2109072248099209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
